,id,name,tag_1,tag_2,tag_3,all_tags,peak_year,listen_count
8359,8359,Wanda Jackson,rockabilly,50s,femalevocalist,"['femalevocalist', 'rockandroll', '60s', 'rockabilly', 'oldies', 'rocknroll', '50s', 'femalevocalists', 'hotrockingirl']",2010,2
8360,8360,Van Zant,country,southernrock,fuckingepic,"['country', 'southernrock', 'fuckingepic']",2009,1
8361,8361,Ralph Rebel,instrumental,garagerock,rockabilly,"['instrumental', 'garagerock', 'rockabilly', '50s', 'surfrock']",2010,1
8362,8362,Charlie Daniels Band,southernrock,country,classicrock,"['country', 'southernrock', 'classicrock']",2009,2
8363,8363,Del Shannon,60s,rockandroll,rocknroll,"['60s', 'rockandroll', 'rocknroll', 'thebeatles', '1965', '1964', 'techno', 'tron']",2010,2
8364,8364,The Grass Roots,oldies,oldies,oldies,['oldies'],2009,1
8365,8365,Steve Gaines,classicrock,70s,southernrock,"['classicrock', '70s', 'southernrock']",2010,1
8366,8366,Dick Dale and His Del-Tones,60s,surf,instrumental,"['60s', 'surf', 'instrorock', 'stopsingingdick', 'instrumental', 'guitar', 'surfrock', 'psychobilly', 'beachmusic']",2009,1
8367,8367,1910 Fruitgum Company,no_tags,,,[],2004,1
8368,8368,Kincade,rock,70s,rock,"['rock', '70s']",2010,1
8369,8369,The Merseybeats,british,classicrock,catchy,"['british', 'classicrock', 'catchy', 'cover', 'covers', 'old', '60spop']",2010,1
8370,8370,The Crew Cuts,rocknroll,rockandroll,doowop,"['rockandroll', 'rocknroll', 'doowop', 'oldies', '50s']",2009,1
8371,8371,Randy & The Rainbows,rockandroll,60s,oldies,"['rockandroll', '60s', 'oldies', '50s', 'doowop']",2010,1
8372,8372,The Archies,oldies,60s,pop,"['60s', 'oldies', 'pop', 'bubblegum', 'soundtrack', 'happy', 'old', 'antiwitchhouse']",2010,1
8373,8373,Lobo,70s,softrock,pop,"['softrock', 'pop', 'easylistening', 'oldies', '70s']",2011,1
8374,8374,The Swinging Blue Jeans,rockandroll,garagerock,rock,"['rockandroll', 'garagerock', 'rock', 'classicrock', 'happy', 'covers', 'novelty', '60s', '1964']",2009,1
8375,8375,The Cowsills,classicrock,pop,softrock,"['pop', 'softrock', 'rock', 'soundtrack', 'classicrock', 'wtf', 'happy', 'dumbanddumber']",2010,1
8376,8376,De Jeugd van Tegenwoordig,no_tags,,,[],2004,2
8377,8377,Jasper Erkens,no_tags,,,[],2004,1
8378,8378,Oblique,no_tags,,,[],2004,1
8379,8379,Heavens,thebestsongsoftheworld,thebestsongsoftheworld,thebestsongsoftheworld,['thebestsongsoftheworld'],2008,1
8380,8380,The Similou,synthpop,yay,synthpop,"['synthpop', 'yay']",2007,1
8381,8381,Miss Kittin,electroclash,electronic,00s,"['french', 'electroclash', 'femalevocalists', 'favorites', 'hot', '00s', 'electro', 'alltimefaves', 'energetic', 'remix', 'electronic', 'deconstruction', 'myelectrofeelings', 'lounge', 'triphop', 'experimental', 'idm', 'synthpop', 'electronica', 'instrumental', 'indietronica']",2008,5
8382,8382,Neon Neon,electronic,electronica,electronic,"['electronic', 'electronica']",2008,5
8383,8383,Chicks on Speed,electroclash,electronic,femalevocalists,"['german', 'electropop', 'electroclash', 'newdiscovery', 'electronic', 'femalevocalist', 'loveit', 'glam', 'swedishelectro', 'remix', 'girlyelectro', 'avantgarde', 'electro', 'deconstruction', 'toocoolfornormaltags', 'myelectrofeelings', 'seenlive', 'dance', 'indie', 'femalevocalists', 'postpunk', 'riotgrrrl', 'electronica']",2008,2
8384,8384,Northern Kind,no_tags,,,[],2004,2
8385,8385,Kleerup,electronica,disco,beautiful,"['electronica', 'disco', 'beautiful', 'amazing', 'newwave', 'electronic', 'pop', 'dance', 'synthpop', '00s', 'swedish', 'summer']",2009,4
8386,8386,Blackbird Blackbird,electronic,chillwave,electronic,"['electronic', 'chillwave']",2011,6
8387,8387,Vonda Shepard,femalevocalists,bestchristmassongs,1997,"['femalevocalists', 'bestchristmassongs', '1997', '1998']",2008,1
8388,8388,Frankmusik,electronic,electropop,newrave,"['electronic', 'newrave', 'electropop', 'loveatfirstlisten', 'malevocalists', 'cesar', 'pop', 'dance', 'summer', 'singalong', 'iaminlovewiththissong', 'hyper', 'ilovedancingabouttothislikeacompleteandutteridiot', 'electronica', 'indie', 'british', 'electroclash', 'nurave']",2009,22
8389,8389,Ocean Reid,indie,credenceclearwaterrevival,alexnewport,"['indie', 'singersongwriter', 'acoustic', 'folk', 'vocalist', 'jackjohnson', 'malevocalist', 'acousticrock', 'vanmorrison', 'joshuaradin', 'joshrouse', 'credenceclearwaterrevival', 'scottmatthews', 'beachdownfestival', 'josegonzalez', 'raylamontagne', 'indiefolk', 'damienrice', 'aimeemann', 'alexnewport', 'frankturner']",2008,1
8390,8390,Josh Rouse,folk,favorites,pop,"['folk', 'favorites', 'pop', 'rock', 'alternative', 'indie', 'indierock', 'seenlive', 'acoustic', 'indiepop', 'norwegian', 'scandinavian', 'mellow']",2006,3
8391,8391,Rachael Yamagata,singersongwriter,femalevocalists,jazz,"['jazz', 'femalevocalists', 'singersongwriter', 'piano', 'indie', 'thesisterhoodoftravelingpants', 'pianosong', 'seenlive', 'inlove', 'rememberhim', 'alternative', 'folk', 'stabmeintheheart', 'jukeboxproject', 'pop', 'relaxing', 'wistful', 'keepyacalm', 'lifeunexpected', 'reginaspektor']",2008,7
8392,8392,Bob Dylan and The Band,melancholy,folk,melancholy,"['melancholy', 'folk']",2008,3
8393,8393,Joni Mitchell,folk,femalevocalists,singersongwriter,"['guiltypleasures', 'christmasblend', 'rain', 'femalevocalists', 'singersongwriter', 'folk', 'femalevocals', 'acoustic', '60s', '80s', '70s', 'canadian', 'legends', 'christmas', 'femaleartists', 'allthebest', 'bestsongsofthe70s', 'songstolistento', 'classicrock', 'wickedwomen', 'brookefraser', 'jonimitchell']",2009,10
8394,8394,Joe Purdy,folk,singersongwriter,acoustic,"['indie', 'singersongwriter', 'acoustic', 'folk', 'lifeunexpected']",2009,1
8395,8395,Neverending White Lights,alternative,indie,mellow,"['chillout', 'alternative', 'indie', 'acoustic', 'beautiful', 'mellow', 'rock', 'canadian', 'favoritesongs']",2007,1
8396,8396,OIH,chillout,ambient,electronic,"['chillout', 'ambient', 'electronic', 'synthpop', 'alternative', 'instrumental']",2010,1
8397,8397,Kirk Hammett,guitarvirtuoso,guitarvirtuoso,guitarvirtuoso,['guitarvirtuoso'],2009,1
8398,8398,Xentrix,thrashmetal,metal,heavymetal,"['thrashmetal', 'metal', 'heavymetal', 'speedmetal']",2010,2
8399,8399,Nino Rota,experimental,classical,lostfreeq,"['experimental', 'classical', 'lostfreeq', 'newbeat', 'chefmusinum', 'soundtrack', 'favourite']",2010,5
8400,8400,Ryashon,metal,instrumental,metalcore,"['metal', 'instrumental', 'metalcore']",2010,1
8401,8401,Tynisha Keli,no_tags,,,[],2004,1
8402,8402,Nicole Wray,no_tags,,,[],2004,1
8403,8403,Richgirl,no_tags,,,[],2004,3
8404,8404,Melanie Fiona,soul,hiphop,rnb,"['hiphop', 'rnb', 'ballad', 'soul', 'neosoul', 'femalevocalist', 'femalevocalists', 'urban', 'awesome', 'favorites', 'love', 'energetic', 'cantlivewithout', 'melaniefiona', 'pop', 'melroseplace']",2010,4
8405,8405,Yummy Bingham,no_tags,,,[],2004,1
8406,8406,KOMHATA 101,triphop,rap,indyhiphop,"['triphop', 'rap', 'indyhiphop', 'indierap', 'anticaptlismo', 'libertarianrap', 'melodicantifa88', 'poebotinakakayato', 'neudachnayaparodiyanazapiskineizvestnogo', 'hiphop', 'punk', 'postpunk']",2009,1
8407,8407,Keny Arkana,anarchyrap,windsofsoul,devrim,"['anarchyrap', 'windsofsoul', 'devrim']",2008,1
8408,8408,Ð¡Ð¾Ð»Ñ ÐÐµÐ¼Ð»Ð¸,indyhiphop,indierap,indyhiphop,"['indyhiphop', 'indierap']",2009,1
8409,8409,KRec,softmusic,softmusic,softmusic,['softmusic'],2008,2
8410,8410,ÐÐ°Ð¿Ð¸ÑÐºÐ¸ ÐÐµÐ¸Ð·Ð²ÐµÑÑÐ½Ð¾Ð³Ð¾,russian,abstracthiphop,russian,"['russian', 'abstracthiphop']",2010,1
8411,8411,ÐÑÑÑÐµÑÐ° Ð ÑÐ±Ñ,no_tags,,,[],2004,1
8412,8412,Ð¢ÐµÐ»ÐµÐ²Ð¸Ð·Ð¾Ñ,no_tags,,,[],2004,1
8413,8413,Ryan Harvey,no_tags,,,[],2004,2
8414,8414,ÐÐÐª'ÐÐÐÐÐ,no_tags,,,[],2004,1
8415,8415,Deviation,no_tags,,,[],2004,1
8416,8416,What We Feel,hardcore,straightedge,rapcore,"['hardcore', 'straightedge', 'rapcore']",2010,1
8417,8417,Ð¢Ð¸Ð¿ÑÐ¸ Ð¢Ð¸Ð¿,no_tags,,,[],2004,2
8418,8418,True Star,no_tags,,,[],2004,2
8419,8419,Invisible Border,no_tags,,,[],2004,1
8420,8420,Young Heretics,electronic,indie,piano,"['electronic', 'indie', 'piano']",2010,2
8421,8421,Nekby & ÐÐ½ÐºÐ²ÑÐ·Ð¸ÑÑÑ,no_tags,,,[],2004,1
8422,8422,naj one,no_tags,,,[],2004,1
8423,8423,Ð¢ÑÐ¸Ð°Ð´Ð°,no_tags,,,[],2004,2
8424,8424,Ð¼Ð°ÐºÑÐ»Ð°ÑÑÑÐ°,russian,indie,abstracthiphop,"['russian', 'indie', 'abstracthiphop', 'experimentalhiphop']",2010,2
8425,8425,ÐÐ»Ð¸Ð½Ð° Ð¡Ð¸Ð¿Ð¿Ñ,hiphop,hiphop,hiphop,['hiphop'],2010,1
8426,8426,ÐÑÐ´Ñ ÐÐµÐ½Ñ,hiphop,rap,abstracthiphop,"['hiphop', 'rap', 'abstracthiphop']",2010,1
8427,8427,ÐÑÐ¾Ð²ÐµÑÐ¾ÑÐ½Ð°Ñ ÐÐ¸Ð½ÐµÐ¹ÐºÐ°,hardcore,straightedge,hardcore,"['hardcore', 'straightedge']",2010,1
8428,8428,ÐÐ»Ð°Ð´Ð¸Ð¼Ð¸Ñ ÐÑÑÐ¾ÑÐºÐ¸Ð¹,singersongwriter,acoustic,bard,"['singersongwriter', 'acoustic', 'bard', 'bardrock', 'bardic', 'lyricalacousticfolk']",2010,1
8429,8429,"ÐÐ¸ÑÐµÐº, ÐÐºÑÑÑÐ¸Ðº, ÐÐ¶Ð¾ÑÐ´Ð°Ð½ Ð¡Ð°Ð´Ð´Ð°Ð¼",no_tags,,,[],2004,1
8430,8430,Ð Ð¾Ð·Ð¾Ð²ÑÐµ Ð¾ÑÐºÐ¸ Ð¾Ñ ferre,undergroundhiphop,hiphop,triphop,"['hiphop', 'undergroundhiphop', 'triphop']",2007,1
8431,8431,11.43,no_tags,,,[],2004,1
8432,8432,Dianogah,indie,indie,indie,['indie'],2008,2
8433,8433,Moscow Death Brigade,no_tags,,,[],2004,1
8434,8434,Klowns,no_tags,,,[],2004,1
8435,8435,ÐÐ¸ÐµÑÐ°!,no_tags,,,[],2004,1
8436,8436,ÐÐ°ÑÐº (http:/www.XXLife.ru),no_tags,,,[],2004,1
8437,8437,ClockworkPanda,no_tags,,,[],2004,1
8438,8438,ÐÐ¾Ð»ÑÑÐµ Ð¡ÐµÑÐ¾Ð³Ð¾,no_tags,,,[],2004,1
8439,8439,Blok B,hiphop,rap,indyhiphop,"['hiphop', 'rap', 'indyhiphop', 'indierap', 'libertarianrap']",2009,1
8440,8440,Vanich,no_tags,,,[],2004,1
8441,8441,Grammatics,alternative,alternative,alternative,['alternative'],2007,5
8442,8442,Alexis Blue,no_tags,,,[],2004,1
8443,8443,Juno (Music from the Motion Picture),no_tags,,,[],2004,1
8444,8444,Hydria,metal,gothicmetal,symphonicmetal,"['metal', 'gothicmetal', 'symphonicmetal', 'femalevocalists', 'gothic', 'gothicrock', 'powermetal', 'femalefrontedmetal', 'symphonic', 'beautifulvoices', 'femalefronted']",2009,2
8445,8445,Elis,gothicmetal,femalevocalists,symphonicmetal,"['symphonicmetal', 'femalefrontedmetal', 'gothicmetal', 'femalevocalists']",2010,3
8446,8446,Ari Koivunen,symphonicmetal,heavymetal,powermetal,"['symphonicmetal', 'heavymetal', 'powermetal']",2007,1
8447,8447,Lyriel,folkmetal,folkmetal,folkmetal,['folkmetal'],2008,1
8448,8448,Kimya Dawson,indie,singersongwriter,acoustic,"['indie', 'femalevocalists', 'alternative', 'indierock', 'singersongwriter', 'acoustic', '00s', 'american', 'folk', 'indiepop', 'freakfolk', 'favorites', 'favoritesongs', 'psychedelic', 'mellow', 'lofi', 'seenlive', 'antifolk', 'femaleartists', 'songs', 'pretty', 'happy', 'cute', 'ilovethissong', 'idolo']",2010,9
8449,8449,Trevor Morris,soundtrack,forwork,motiv,"['soundtrack', 'forwork', 'motiv']",2011,1
8450,8450,T-ara,no_tags,,,[],2004,1
8451,8451,Im Tae Kyung,no_tags,,,[],2004,1
8452,8452,Davichi,no_tags,,,[],2004,1
8453,8453,Kelly Sweet,no_tags,,,[],2004,2
8454,8454,Sick Animation,antiwitchhouse,antiwitchhouse,antiwitchhouse,['antiwitchhouse'],2010,1
8455,8455,Mansun,britpop,indie,90s,"['britpop', '90s', 'majestic', 'acoustic', 'live', 'remix', 'demo', 'bside', 'liverpool', 'sweeping', 'rock', 'alternativerock', 'alternative', 'indie', 'indierock', 'british', 'thebest', '1997', '1998', 'myfavsongs', 'vaguelyhomosexual']",2007,10
8456,8456,Buck 65,mstrkrft,mstrkrft,mstrkrft,['mstrkrft'],2007,4
8457,8457,The Pineapple Thief,progressiverock,progressive,rock,"['progressiverock', 'progressive', 'rock']",2008,4
8458,8458,The Cooper Temple Clause,atmospheric,alternative,descoperiri,"['atmospheric', 'alternative', 'descoperiri', 'aana', 'worthasecondlook', 'alternativerock', 'indie', 'indierock', 'ibuysinglesforbsideslikethis', 'vaguelyhomosexual', 'unintentionallyhysterical', 'telephonenumbers']",2009,5
8459,8459,Anekdoten,progressiverock,rock,postrock,"['progressiverock', 'rock', 'postrock', 'progressive']",2007,1
8460,8460,Khoma,no_tags,,,[],2004,2
8461,8461,Killers,no_tags,,,[],2004,2
8462,8462,Levellers,rock,alternative,indie,"['rock', 'alternative', 'indie', 'postpunk', 'animals', 'transport']",2010,2
8463,8463,Icon & the Black Roses,precious,portuguese,precious,"['precious', 'portuguese']",2008,1
8464,8464,All About Eve,femalevocalist,acoustic,goth,"['femalevocalist', 'acoustic', 'goth', 'femalevocalists', 'gothic']",2008,1
8465,8465,Gothacoustic Ensemble,acoustic,acoustic,acoustic,['acoustic'],2006,1
8466,8466,all:my:faults,no_tags,,,[],2004,1
8467,8467,The Mission,gothic,british,gothrock,"['gothrock', 'collegerock', 'gothic', 'newwave', 'acoustic', 'instrumental', 'british', 'cover', 'goth', 'slowies', '80s', 'gothicrock', 'friends', 'newwaveandeighties']",2008,3
8468,8468,Dark One,no_tags,,,[],2004,1
8469,8469,è­ç¾,experimental,soundtrack,lostfreeq,"['experimental', 'soundtrack', 'lostfreeq', 'newbeat', 'chefmusinum', 'jeanmarctoma']",2010,5
8470,8470,Propellerheads,electronic,electronica,90s,"['electronic', 'electronica', 'alternative', 'soundtrack', '90s', 'bigbeat', 'jamesbond', 'geography', 'british', 'electro', 'uk']",2007,1
8471,8471,Ride,dreampop,british,shoegaze,"['dreampop', 'noisepop', 'indie', 'british', 'britpop', 'shoegaze', 'alternativerock', 'dreamfolk', 'instrumental', 'demo', 'experimental', 'alternative', 'spacerock', 'shoegazer', '90s']",2006,7
8472,8472,The Feelies,postpunk,newwave,alternativerock,"['newwave', 'postpunk', 'alternativerock', 'janglepop', 'eerie']",2011,3
8473,8473,The Naked and Famous,indie,electropop,electronic,"['electronic', 'indie', 'electropop', 'indiepop', 'shoegaze', 'alternative', 'indietronica']",2011,8
8474,8474,Van She,newrave,electronic,shoegaze,"['newrave', 'electronic', 'shoegaze', 'electro', 'synthpop']",2011,5
8475,8475,Au Revoir Simone,indiepop,pop,dreampop,"['pop', 'indiepop', 'electronic', 'electropop', 'dreampop', 'chillout', 'melodic', 'piano', 'beautiful', 'ambient', 'synthpop', 'femalevocalists', 'mellow', 'indietronica', 'girlamazing', 'american', 'favoritesong']",2009,11
8476,8476,Wilderness,indierock,artrock,postpunkrevival,"['indierock', 'artrock', 'postpunkrevival']",2010,1
8477,8477,Neon Indian,psychedelic,synthpop,electronic,"['synthpop', 'cap', 'electronic', 'psychedelic', 'lofi', 'chillwave', 'sick', 'inthewitchhousefamily', 'witchchill', 'chillwitch', 'neoelectro']",2011,5
8478,8478,MaÃ±ana,indiepop,sad,tweepop,"['indiepop', 'sad', 'tweepop']",2010,1
8479,8479,Chapterhouse,shoegaze,indie,british,"['shoegaze', 'indie', 'british', 'spacerock', 'alternativerock', 'dreampop', 'britpop', 'noisepop']",2008,5
8480,8480,Close Your Eyes,posthardcore,hardcore,melodichardcore,"['posthardcore', 'hardcore', 'melodichardcore']",2010,2
8481,8481,This Romantic Tragedy,electronica,posthardcore,electronica,"['electronica', 'posthardcore']",2008,1
8482,8482,Broadway,posthardcore,screamo,posthardcore,"['posthardcore', 'screamo']",2009,3
8483,8483,Karunesh,ambient,newage,ethnic,"['ambient', 'ethnic', 'chillout', 'newage', 'german', 'world', 'indian', 'bidahadinlicem', 'relaxing', 'meditation']",2010,4
8484,8484,Aghora,progressivemetal,metal,progressive,"['metal', 'progressivemetal', 'progressive', 'technicalmetal', 'progmetal']",2005,2
8485,8485,Agatha,experimentalmetal,experimentalmetal,experimentalmetal,['experimentalmetal'],2006,1
8486,8486,Anomaly,metal,metal,metal,['metal'],2005,1
8487,8487,LÃ¶rihen,powermetal,powermetal,powermetal,['powermetal'],2010,1
8488,8488,Rita Indiana y Los Misterios,no_tags,,,[],2004,1
8489,8489,Gordian Knot,progressiverock,progressivemetal,progressive,"['progressiverock', 'progressivemetal', 'progressive', 'fusion', 'technicalmetal', 'progmetal', 'instrumental']",2007,2
8490,8490,Pestilence,deathmetal,technicaldeathmetal,powerful,"['technicaldeathmetal', 'deathmetal', 'powerful', 'metal', 'progressivemetal', 'jazzfusion']",2008,3
8491,8491,La Ley,rock,spanish,latinpop,"['rock', 'spanish', 'alternativerock', 'seenlive', 'latin', '90s', 'latinpop', 'latinrock']",2007,2
8492,8492,Ricardo Montaner,pop,80s,latin,"['pop', '80s', 'latin', 'latinpop', 'ballad', 'spanish']",2010,1
8493,8493,Vas,world,ethereal,special,"['world', 'ethereal', 'special', 'newage', 'melancholy', 'femalevocalists', 'bidahadinlicem', 'drugmusic', 'drugsong', 'relax', 'ezbeni', 'windsofsoul']",2009,2
8494,8494,Cinnamon Chasers,electronic,british,electro,"['british', 'electronic', 'electro', 'ambiental']",2010,1
8495,8495,jj,indiepop,seenlive,chillout,"['seenlive', 'indiepop', 'chillout', 'witchchill', 'inthechillwavefamily', 'swedish']",2010,4
8496,8496,How to Dress Well,witchhouse,witchchill,inthechillwavefamily,"['witchhouse', 'witchchill', 'inthechillwavefamily', 'newbreed', 'chillwitch', 'zombierave', 'drag', 'guccigoth']",2011,2
8497,8497,Cold Cave,experimental,noise,synth,"['experimental', 'noise', 'synth', 'nowave']",2010,3
8498,8498,Teengirl Fantasy,experimental,indie,psychedelic,"['experimental', 'indie', 'psychedelic', 'dreamy', 'dreamwave']",2010,1
8499,8499,No Age,noiserock,experimental,noise,"['noiserock', 'seenlive', 'indierock', 'experimental', 'helladiy', 'noise', 'party', 'smashitup']",2008,7
8500,8500,Twin Shadow,4ad,electronic,10s,"['4ad', 'friendofgrizzlybear', 'moregreatmusicfrombrooklyn', 'chillwave', 'inthewitchhousefamily', 'witchchill', 'inthechillwavefamily', 'chillwitch', 'chillout', 'newwave', 'electronic', 'synthpop', '00s', 'american', 'postpunk', 'malevocalists', 'dreampop', '10s', 'lofi']",2010,5
8501,8501,Ludov,alternativerock,indie,rock,"['rock', 'alternativerock', 'indie', 'femalevocalists', 'brasil', 'pop', 'idie', 'brazilian', 'bela', 'doce']",2009,9
8502,8502,Autoramas,rock,alternativerock,brazilian,"['rock', 'brasil', 'alternativerock', 'garagerock', 'brazilian', 'indie', 'indierock', 'brazilianrock']",2006,4
8503,8503,Ednardo,ceara,ceara,ceara,['ceara'],2010,1
8504,8504,Moptop,indie,indierock,brazilian,"['electronic', 'rock', 'indie', 'indierock', 'brazilian', 'alternative', 'melhorbandanacional', 'rockindependente', 'poprock', 'acousticrock', 'seenlive', 'rockandroll', 'brazilianrock', 'fave', 'alternativerock', 'classicrock', 'loveatfirstlisten']",2009,18
8505,8505,Martha Wainwright,singersongwriter,berepshowsthelove,folk,"['singersongwriter', 'berepshowsthelove', 'folk', 'lifesucks']",2009,4
8506,8506,Arnaldo Antunes,brazilian,brazilian,brazilian,['brazilian'],2009,2
8507,8507,Rock Rocket,alternativerock,seenlive,rockbrasil,"['alternativerock', 'rockbrasil', 'rock', 'beer', 'drinkingsongs', 'seenlive', 'brazilian', 'brazilianrock']",2009,7
8508,8508,Belchior,alternative,brazilian,mpb,"['alternative', 'brazilian', 'mpb', 'brasil', 'portugues', 'brega']",2008,1
8509,8509,Milla Jovovich,indie,folk,favorite,"['indie', 'folk', 'favorite', '1994', '1995', 'myfavsongs', 'electronic', 'pop', 'experimental', 'alternative', 'femalevocalists']",2008,2
8510,8510,Glen Hansard & MarkÃ©ta IrglovÃ¡,musicformysoul,oscarwinningsongs,folk,"['musicformysoul', 'oscarwinningsongs', 'folk', 'singersongwriter', 'irish', 'soundtrack', 'favoritebandsandartists']",2010,5
8511,8511,MÃ¥ns ZelmerlÃ¶w,pop,dance,swedish,"['loveatfirstlisten', 'popcovers', 'pop', 'dance', 'swedish', 'idols', 'melodifestivalen', 'malevocalists']",2009,6
8512,8512,Shane Mack,no_tags,,,[],2004,3
8513,8513,Everlast,hiphop,rock,sunshine,"['sunshine', 'rock', 'hiphop', 'ultimatefavorite', '90s', 'alternativerock', 'alternative', 'uberthoughtsinducing', 'rap', 'blues']",2009,1
8514,8514,NÃ­vea Soares,worship,femalevocalist,christian,"['femalevocalist', 'christian', 'gospelbrasil', 'worship', 'christianrock', 'jesus', 'adoracao', 'brazilian', 'relaxing', 'favoritebandsandartists']",2008,4
8515,8515,Quatro Por Um,gospel,nostalgic,gospel,"['gospel', 'nostalgic']",2009,2
8516,8516,Pleymo,numetal,frenchcore,rapcore,"['numetal', 'frenchcore', 'rapcore', '00s', 'french', 'favorite', 'alternative']",2008,4
8517,8517,Leeland,fuckingawesome,worship,perfect,"['fuckingawesome', 'worship', 'perfect', 'gospel', 'wonderful', 'christianrock']",2009,4
8518,8518,Oficina G3,rock,christianrock,brazil,"['rock', 'progressivemetal', 'christianrock', 'progressiverock', 'brazil', 'brazilian', 'rockbrasileiro', 'brasilgospel', 'christian', 'preferidas', 'jesus', 'topchristian', 'diego12', 'jesus12', 'diego', 'alternativerock', 'hope']",2009,9
8519,8519,Fiction Family,folk,alternativerock,christian,"['alternativerock', 'folk', 'christian', 'acoustic', 'favoritebandsandartists']",2009,2
8520,8520,Times of Grace,metalcore,metal,metalcore,"['metalcore', 'metal']",2011,2
8521,8521,Take It Back!,hardcore,hardcore,hardcore,['hardcore'],2010,1
8522,8522,Fernandinho,christianrock,gospel,christian,"['christianrock', 'gospel', 'christian', 'preferidas', 'jesus', 'worship', 'topchristian', 'diego12', 'jesus12', 'diego', 'adoracao']",2009,7
8523,8523,Nengo Vieira,no_tags,,,[],2004,1
8524,8524,Daniel Alencar,worship,adoracao,worship,"['worship', 'adoracao']",2008,1
8525,8525,Head,alternativemetal,metal,christian,"['alternativemetal', 'christian', 'metal', 'alternative', 'numetal']",2009,2
8526,8526,æ¡åº­çµ±,videogamemusic,soundtrack,japanese,"['videogamemusic', 'soundtrack', 'japanese']",2006,1
8527,8527,He Is We,indie,acoustic,letmelikeit,"['indie', 'acoustic', 'letmelikeit']",2011,2
8528,8528,Darius Rucker,pop,rock,country,"['pop', 'rock', 'newcountry', 'country', 'alternativee']",2010,3
8529,8529,å²©åå¾³è¡,no_tags,,,[],2004,1
8530,8530,æ¨ææç¾,no_tags,,,[],2004,1
8531,8531,South Park,rock,humour,comedy,"['rock', 'humour', 'comedy', 'bestchristmassongs', 'southparkbiggerlongeruncutsoundtrack']",2008,2
8532,8532,Gwyneth Paltrow,country,femalevocalist,singersongwriter,"['country', 'femalevocalist', 'singersongwriter', 'softrock']",2009,2
8533,8533,REO Speedwagon,classicrock,80s,softrock,"['rain', 'ultimaterockballads', 'ghostsofgirlfriendspast', 'classicrock', 'essentialballads', '80s', 'softrock', '70s', '1984', '1980', 'hardrock', 'reospeedwagon', '80silike', 'rock']",2010,4
8534,8534,Sugimori Masakazu,no_tags,,,[],2004,1
8535,8535,Mafalda Veiga,no_tags,,,[],2004,1
8536,8536,Tim McGraw and Gwyneth Paltrow,timmcgrawandgwynethpaltrow,timmcgrawandgwynethpaltrow,timmcgrawandgwynethpaltrow,['timmcgrawandgwynethpaltrow'],2010,1
8537,8537,Massacre,alternativerock,90s,argentina,"['alternativerock', '90s', 'argentina', 'rockargentino', 'skaterock', 'favouritebands', 'betterthanmetallica', 'gordowallas', 'walas']",2010,2
8538,8538,SerÃº GirÃ¡n,rocknacional,charly,rocknacional,"['rocknacional', 'charly']",2008,1
8539,8539,On a Friday,uk,gluhie90e,uk,"['uk', 'gluhie90e']",2010,1
8540,8540,Philip Selway,no_tags,,,[],2004,2
8541,8541,Justin Vernon,no_tags,,,[],2004,1
8542,8542,Frakkur,icelandic,electronic,experimental,"['electronic', 'experimental', 'minimal', 'postrock', 'instrumental', 'icelandic']",2010,2
8543,8543,Nick Mason,no_tags,,,[],2004,1
8544,8544,AndrÃ© Previn,instrumental,instrumental,instrumental,['instrumental'],2007,1
8545,8545,Evan Rachel Wood,soundtrack,musical,singingactresses,"['soundtrack', 'musical', 'singingactresses', 'pop', 'lovesong', 'happy', 'cover', 'singalong', 'iaminlovewiththissong', 'acrosstheuniversesoundtrack']",2008,1
8546,8546,Mercedes Sosa,folk,world,femalevocalists,"['folk', 'world', 'femalevocalists', 'acustico', 'latinoamerica', 'latin']",2009,4
8547,8547,John Lennon & Yoko Ono,classicrock,xmas,classicrock,"['classicrock', 'xmas']",2006,1
8548,8548,Garou,french,frenchvocalists,garou,"['french', 'frenchvocalists', 'garou', 'frenchpop', 'chansonfrancaise', '0playyet', 'pop']",2008,1
8549,8549,Varius Manx,rock,polish,polishrock,"['pop', 'rock', 'singersongwriter', 'polish', 'variusmanx', 'polishrock']",2011,1
8550,8550,Patrizio Buanne,jazz,classical,italian,"['jazz', 'classical', 'italian']",2011,1
8551,8551,Patrycja Markowska,poprock,pop,rock,"['poprock', 'pop', 'rock', 'femalevocalists', 'polish', '3', '2010', 'polishmusic', 'pl']",2010,4
8552,8552,Feel,no_tags,,,[],2004,1
8553,8553,Tina Arena,pop,femalevocalists,covers,"['covers', 'pop', 'rock', 'femalevocalists', 'singersongwriter', 'aussie', 'titleisafullsentence', 'nowicandance']",2008,1
8554,8554,Bajm,pop,pop,pop,['pop'],2011,1
8555,8555,Justyna Steczkowska,no_tags,,,[],2004,4
8556,8556,Patrick Fiori,chansonfrancaise,chansonfrancaise,chansonfrancaise,['chansonfrancaise'],2009,1
8557,8557,MichaÅ Lorenc,symbolikamuzyki,muzykafilmowa,symbolikamuzyki,"['symbolikamuzyki', 'muzykafilmowa']",2010,2
8558,8558,Kasia Cerekwicka,pop,femalevocalists,rnb,"['pop', 'femalevocalists', 'rnb', 'soul', 'polish']",2009,2
